date,price,market_cap,volume,community_score,public_interest_score,fear_greed,price_5_SMA,price_10_SMA,price_25_SMA,price_50_SMA,price_75_SMA,price_100_SMA,price_150_SMA,price_200_SMA,price_250_SMA,price_300_SMA,price_350_SMA,fear_greed_3_SMA,fear_greed_5_SMA,fear_greed_7_SMA,fear_greed_9_SMA,fear_greed_11_SMA,fear_greed_13_SMA,fear_greed_15_SMA,fear_greed_30_SMA
2021-04-29,0.6033246186118207,0.5974119567151713,0.00013809960702075412,1.0,0.07627277850835995,0.52,0.6258238543168554,0.6540385317995107,0.8658670350007879,0.9237153473314311,0.9909921455367914,1.0,0.0,0.0,0.0,0.0,0.0,0.5366666666666666,0.43799999999999994,0.4442857142857143,0.4988888888888889,0.5418181818181818,0.5776923076923076,0.6053333333333333,0.6696666666666666
2021-04-30,0.5860008834658003,0.5869857462145227,9.373442466116023e-05,1.0,0.07627277850835995,0.51,0.6465652680068208,0.6502631900507767,0.8596856796471805,0.9177234845315874,0.9847129397308286,1.0,0.0,0.0,0.0,0.0,0.0,0.54,0.478,0.43857142857142856,0.47444444444444445,0.520909090909091,0.5584615384615385,0.5866666666666667,0.6613333333333334
2021-05-01,0.6143158175297546,0.6114817249577409,0.00010989518573688097,0.0009846698398485077,0.10862713173440207,0.68,0.672449170433207,0.64896860585597,0.853730341575679,0.9137990606728165,0.9800187214457903,1.0,0.0,0.0,0.0,0.0,0.0,0.57,0.56,0.4828571428571429,0.4777777777777778,0.5163636363636364,0.55,0.58,0.6593333333333333
2021-05-02,0.6644259146661916,0.6629672625763223,0.0002326326086925021,1.0,0.10862713173440207,0.66,0.6908535226503216,0.6543759010332592,0.8509089455528908,0.9128407514446327,0.9765324472309975,1.0,0.0,0.0,0.0,0.0,0.0,0.6166666666666667,0.5920000000000001,0.5328571428571428,0.49,0.51,0.5438461538461539,0.5733333333333334,0.6566666666666667
2021-05-03,0.640790560669933,0.639197482668284,0.00010538822235065735,0.000108244172990404,0.10862713173440207,0.61,0.6958131008088201,0.6621741427840007,0.8493424921957335,0.9106653949250538,0.9730917390935279,1.0,0.0,0.0,0.0,0.0,0.0,0.65,0.596,0.5814285714285714,0.5166666666666666,0.5063636363636363,0.5346153846153846,0.5613333333333334,0.6526666666666666
2021-05-04,0.6330617858071609,0.633275903108544,0.00012154515920340665,0.0009883850154175733,0.10862713173440207,0.68,0.7012927915741929,0.6708111726198945,0.8455092762054128,0.9088847708026909,0.9687366140097541,1.0,0.0,0.0,0.0,0.0,0.0,0.65,0.628,0.6071428571428572,0.5577777777777778,0.5181818181818182,0.5307692307692308,0.5573333333333333,0.6506666666666666
2021-05-05,0.5534909654193417,0.560317616484675,0.0001526980927754993,0.0009914530398461002,0.10862713173440207,0.48,0.6953021638680636,0.6782671804045294,0.8385487234586669,0.9055645288045383,0.9623833137961003,1.0,0.0,0.0,0.0,0.0,0.0,0.59,0.622,0.5914285714285714,0.5811111111111111,0.5281818181818182,0.5176923076923077,0.5406666666666667,0.643
2021-05-06,0.6068528309944334,0.6068133880978872,0.00011271157076068416,0.0010000288459034428,0.10862713173440207,0.65,0.693926953575467,0.6906554693771303,0.8305978826563265,0.9033956249388782,0.9576764893972374,1.0,0.0,0.0,0.0,0.0,0.0,0.6033333333333334,0.616,0.61,0.5977777777777777,0.5590909090909091,0.5253846153846154,0.5353333333333333,0.6396666666666667
2021-05-07,0.6396805512683096,0.6379652547049098,0.00029534930682686094,0.0010051751208882854,0.10862713173440207,0.64,0.6893671063510678,0.6976533837332343,0.8238100490082477,0.9018699954341288,0.9524577926426208,1.0,0.0,0.0,0.0,0.0,0.0,0.59,0.612,0.6285714285714286,0.6033333333333334,0.5927272727272728,0.5461538461538461,0.5346666666666667,0.637
2021-05-08,0.630862000121363,0.6292294778585199,0.0002870865110781252,0.0010088612907848049,0.10862713173440207,0.67,0.6875375628308642,0.6992355070624505,0.8143812665426416,0.9004647973359466,0.9473731782261064,1.0,0.0,0.0,0.0,0.0,0.0,0.6533333333333333,0.624,0.6271428571428571,0.62,0.6081818181818182,0.5738461538461539,0.5426666666666666,0.635
